internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
13013,Megupsilon aporus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Megupsilon,aporus,,,,,"Miller &amp; Walters, 1972",
14556,Neoplanorbis tantillus,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,tantillus,,,,,"Pilsbry, 1906",
14882,Notropis aulidion,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,aulidion,,,,,"Chernoff &amp; Miller, 1986",
14894,Notropis saladonis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,saladonis,,,,,"Hubbs &amp; Hubbs, 1958",
17689,Pleurobema perovatum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleurobema,perovatum,,,,,"Conrad, 1834",
177724,Stagnicola pilsbryi,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Stagnicola,pilsbryi,,,,,"Hemphill, 1890","Jackiewicz (1998) states that there are several problems concerning the  nomenclature of the family Lymnaeidae, and that there is probably no  other snail group in such taxonomical disarray. <em>Stagnicola</em> has been used as a synonym for <em>Lymnaea</em> by various authors, and as a subgenus of <em>Lymnaea</em> by others (Ponder and Waterhouse 1997, Vinarski 2003, NatureServe 2009). Hovingh (1993) lists this species as <em>Lymnaea (Stagnicola) pilsbryi</em>, whereas NatureServe (2009) name it <em>Stagnicola pilsbryi</em>. Dillon (2009) suggests that <em>Lymnaea pilsbryi</em> is a synonym of <em>Lymnaea humilis,</em> but this is neither supported or denied in other literature. <em>Stagnicola</em>&#160;is used by Turgeon <em>et al.</em> (1998) in the most recent list. However, Hubendick (1951) used<em> Lymnaea</em>. For the purpose of this assessment, we follow the taxonomy used by NatureServe."
18338,Prolagus sardus,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,PROLAGIDAE,Prolagus,sardus,,,,,"(Wagner, 1832)",
191116,Atherinella callida,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Atherinella,callida,,,,,"Chernoff, 1986",
195373,Acalypha dikuluwensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Acalypha,dikuluwensis,,,,,P.A. Duvign. &amp; Dewit,
195376,Basananthe cupricola,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,Basananthe,cupricola,,,,,Robyns ex G.A. Levin,
196286,Thomasettia seychellana,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SPARASSIDAE,Thomasettia,seychellana,,,,,"Hirst, 1911",
196288,Pleorotus braueri,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SPARASSIDAE,Pleorotus,braueri,,,,,"Simon, 1898",
196290,Stipax triangulifer,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,SPARASSIDAE,Stipax,triangulifer,,,,,"Simon, 1898",
197874,Macrobrachium leptodactylus,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Macrobrachium,leptodactylus,,,,,"(De Man, 1892a)","Ou and Yeo (1995) consider that <span style=""font-style: italic;"">Macrobrachium leptodactylus</span> is a synonym of <span style=""font-style: italic;"">M. pilimanus</span>."
199495,Margatteoidea amoena,ANIMALIA,ARTHROPODA,INSECTA,BLATTODEA,BLATTELLIDAE,Margatteoidea,amoena,,,,,"(Bolivar, 1924)",
199821,Acalypha wilderi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Acalypha,wilderi,,,,,Merr.,
201472,Eucarlia alluaudi,ANIMALIA,ARTHROPODA,DIPLOPODA,SPIROBOLIDA,PACHYBOLIDAE,Eucarlia,alluaudi,,,,,"(Brolemann, 1896)",
201484,Orthomorpha crinita,ANIMALIA,ARTHROPODA,DIPLOPODA,POLYDESMIDA,PARADOXOSOMATIDAE,Orthomorpha,crinita,,,,,"Attems, 1900",
21120,Stypodon signifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Stypodon,signifer,,,,,"Garman, 1881",
21250,Syncaris pasadenae,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Syncaris,pasadenae,,,,,"(Kingsley, 1897)",
39158,Flabellidium spinosum,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,Flabellidium,spinosum,,,,,Herzog,
43920,Dryopteris ascensionis,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Dryopteris,ascensionis,,,,,(Hook.) Kuntze,
43923,Oldenlandia adscensionis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Oldenlandia,adscensionis,,,,,(DC.) Cronk,
43927,Sporobolus durus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Sporobolus,durus,,,,,Brongn.,
4530,Characodon garmani,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Characodon,garmani,,,,,"Jordan &amp; Evermann, 1898","Garman reported a single female collected by E. Palmer in the early 1890's from a spring or endorheic stream near Parras, Coahuila, but regarded it as <em>Characodon lateralis</em>. Jordan and Evermann, however, restricted <em>lateralis</em> to Central America following the designation given by Günther and renamed this individual from Parras <em>Characodon garmani</em> without examinating it. Meek again used the name <em>Characodon garmani</em> for individuals from the Mezquital river, too, as the name <em>Characodon lateralis </em>was occupied for fish from ""lowland streams from Central America, north to the state of Jalisco"". This directly led to Regan synonymizing both species as <em>Characodon lateralis,&#160;</em>as he couldn't find any difference between them (as, except for this single female, all fish came from the Mezquital drainage). Finally, it was Smith and Miller (1983) who re-examined the Holotype of <em>garmani</em> and accepted the species as valid."
4589,Chasmistes muriei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Chasmistes,muriei,,,,,"Miller &amp; Smith, 1981",
6176,Cyprinodon inmemoriam,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,inmemoriam,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",
6177,Cyprinodon ceciliae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,ceciliae,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",
7589,Elimia clausa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,clausa,,,,,"(Lea, 1861)",
7590,Elimia fusiformis,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,fusiformis,,,,,"(Lea, 1861)",
7593,Elimia jonesi,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,jonesi,,,,,"(Goodrich, 1936)",
7595,Elimia pilsbryi,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,pilsbryi,,,,,"(Goodrich, 1927)","This has been recognised as a subspecies of <i>Elimia catonaria</i>.  But is in AFS list.  A. Bogan comments that other subspecies are also present:  <i>E. pastelli</i> (Lea, 1858)."
7962,Equus hemionus ssp. hemippus,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,hemionus,subspecies,hemippus,,,"I. Geoffroy, 1855",
8431,Evarra bustamantei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Evarra,bustamantei,,,,,"Navarro, 1955",
8432,Evarra eigenmanni,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Evarra,eigenmanni,,,,,"Woolman, 1894",
8433,Evarra tlahuacensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Evarra,tlahuacensis,,,,,"Meek, 1902",
9023,Chelonoidis niger,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,niger,,,,,"(Quoy &amp; Gaimard, 1824)","<p>                    </p><p><a><a>The previous Red List assessments for Galápagos tortoises treated the various allopatric island populations as subspecies of&#160;<em>Chelonoidis nigra</em>&#160;(now named<em>&#160;Chelonoidis niger</em>),&#160;as did several authors&#160;(Pritchard 1996, Caccone&#160;<em>et al</em>. 1999, Beheregaray&#160;<em>et al</em>. 2003, Fritz and Havas 2007,TTWG 2007, Rhodin&#160;<em>et al</em>. 2008). However, other authors have considered them as full species based on morphology (Bour 1980, Fritts 1983, Ernst and Barbour 1989) and the more recent consensus among researchers (Caccone&#160;<em>et al</em>. 2002; Russello&#160;<em>et al</em>. 2005, 2007; Poulakakis&#160;<em>et al</em>. 2008, 2012, 2015; Chiari&#160;<em>et al</em>. 2009) is to treat most as full species based on congruent patterns of mitochondrial and nuclear variation. This elevated species-level taxonomy has been largely accepted by&#160;TTWG (2009, 2014) and TEWG (2015) for most, but not all, phylogenetic lineages of Galápagos tortoises.&#160;</a>This Red List assessment therefore now treats&#160;<em>C. niger</em>&#160;as a full species, rather than retaining its previous subspecies ranking from earlier Red List assessments.&#160;This species from Floreana has also been referred to in some recent literature as&#160;<em>C. elephantopus,&#160;</em>but that name is a<em>&#160;nomen dubium&#160;</em>(TTWG 2009) and should not be used for the this species. The spelling of the specific name was recently changed from&#160;<em>nigra</em>&#160;to&#160;<em>niger</em>&#160;as a result of the determination that the gender of the generic name&#160;<em>Chelonoidis</em>&#160;is actually masculine rather than feminine (Olson and David 2014).</a></p>"
1000,Amastra umbilicata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,umbilicata,,,,,"L. Pfeiffer, 1856",
10182,Hirasea planulata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENDODONTIDAE,Hirasea,planulata,,,,,"H.A. Pilsbry &amp; Hirasé, 1903",
10345,Hygrotus artus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Hygrotus,artus,,,,,"Fall, 1919",
10637,Hypena laysanensis,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,laysanensis,,,,,"(Swezey, 1914)",
10639,Hypena plagiota,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,plagiota,,,,,"(Meyrick, 1899)",
10640,Hypena senicula,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,senicula,,,,,"(Meyrick, 1928)",
10641,Hypena newelli,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,newelli,,,,,"(Swezey, 1912)",
10815,Incerticyclus cinereus,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Incerticyclus,cinereus,,,,,"Droüet, 1859",
10816,Incerticyclus martinicensis,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Incerticyclus,martinicensis,,,,,"Shuttleworth, 1857",
11196,Lamellidea monodonta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Lamellidea,monodonta,,,,,"(Pilsbry &amp; Y. Hirase, 1904)",
11197,Lamellidea nakadai,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Lamellidea,nakadai,,,,,"(Pilsbry &amp; C.M. Cooke, 1915)",
11251,Lampsilis binominata,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Lampsilis,binominata,,,,,"Simpson, 1900",
11459,Leiostyla lamellosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,lamellosa,,,,,"Lowe, 1852",
1164,Amphicyclotulus guadeloupensis,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Amphicyclotulus,guadeloupensis,,,,,"de la Torre, Bartsch &amp; Morrison, 1942",
1168,Amphigyra alabamensis,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Amphigyra,alabamensis,,,,,"Pilsbry, 1906",
11768,Athearnia crassa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Athearnia,crassa,,,,,"(Haldeman, 1841)","<i>Athearnia crassa</i> was formerly placed as a subspecies of <i>Leptoxis</i> (= <i>Athearnia</i>) <i>crassa</i> (see Dillon and Ahlstedt 1997). <i>Athearnia crassa crassa</i> and <i>Athearnia crassa anthonyi</i> are distinct from one another and <i>Athearnia anthonyi</i> and <i>Athearnia crassa</i> are now recognized as distinct species (see Dillon and Ahlstedt 1997; Minton and Savarese 2005).
<br>
<br>Appeared in IUCN Red Lists from 1996 to 2006 under the incorrectly spelt name <i>Leptoxis crassa</i>. Was also incorrectly listed as Vulnerable."
11773,Leptoxis clipeata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,clipeata,,,,,"(H.H. Smith, 1922)",
11774,Leptoxis compacta,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,compacta,,,,,"(Anthony, 1854)",
11775,Leptoxis foremanii,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,foremanii,,,,,"(I. Lea, 1843)",
11776,Leptoxis formosa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,formosa,,,,,"(I. Lea, 1860)",
11777,Leptoxis ligata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,ligata,,,,,"(Anthony, 1860)",
11778,Leptoxis lirata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,lirata,,,,,"(H.H. Smith, 1922)",
11781,Leptoxis occultata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,occultata,,,,,"(H.H. Smith, 1922)",
11784,Leptoxis showalterii,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,showalterii,,,,,"(I. Lea, 1860)",
11786,Leptoxis torrefacta,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,torrefacta,,,,,"(Goodrich, 1922)",
11788,Leptoxis vittata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,vittata,,,,,"(I. Lea, 1860)",
11895,Leucocharis loyaltiensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Leucocharis,loyaltiensis,,,,,"(Souverbie, 1879)",
11896,Leucocharis porphyrocheila,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Leucocharis,porphyrocheila,,,,,"Dautzenberg &amp; Bernier, 1901",
11919,Levuana irridescens,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ZYGAENIDAE,Levuana,irridescens,,,,,"Bethune-Baker, 1906",
11931,Libera subcavernula,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Libera,subcavernula,,,,,"Tryon, 1887",
11932,Libera tumuloides,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Libera,tumuloides,,,,,"Garrett, 1872",
11934,Libythea cinyras,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Libythea,cinyras,,,,,"Trimen, 1866",
11993,Liocypris grandis,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CYPRIDIDAE,Liocypris,grandis,,,,,"Sars, 1924",
12242,Littoraria flammea,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITTORINIDAE,Littoraria,flammea,,,,,"Philippi, 1847",
12243,Littoridina gaudichaudii,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Littoridina,gaudichaudii,,,,,"Souleyet, 1852",
12382,Lottia alveus,ANIMALIA,MOLLUSCA,GASTROPODA,PATELLIDA,LOTTIIDAE,Lottia,alveus,,,,,"Conrad, 1831",
12526,Lyropupa perlonga,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Lyropupa,perlonga,,,,,"W.H. Pease, 1871",
12879,Mautodontha acuticosta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,acuticosta,,,,,"Garrett, 1884",
12882,Mautodontha consimilis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,consimilis,,,,,"Pease, 1868",
12883,Mautodontha consobrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,consobrina,,,,,"Garrett, 1884",
12884,Mautodontha maupiensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,maupiensis,,,,,"Garrett, 1872",
12885,Mautodontha parvidens,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,parvidens,,,,,"Garrett, 1884",
12886,Mautodontha punctiperforata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,punctiperforata,,,,,"Garrett, 1884",
12887,Mautodontha saintjohni,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,saintjohni,,,,,"Solem, 1976",
12888,Mautodontha subtilis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,subtilis,,,,,"Garrett, 1884",
12889,Mautodontha unilamellata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,unilamellata,,,,,"Garrett, 1884",
12890,Mautodontha zebrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,zebrina,,,,,"(Garrett, 1874)",
1292,Fluvidona dulvertonensis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Fluvidona,dulvertonensis,,,,,"(Tenison-Woods, 1876)","May be <i>Bythinia dulvertonensis</i> Tenison-Woods, 1876 which is a synonym of <i>Austropyrgus simsonianus</i> (Brazier, 1875)."
12922,Mecodema punctellum,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Mecodema,punctellum,,,,,"Broun, 1921",
12926,Medionidus mcglameriae,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Medionidus,mcglameriae,,,,,"van der Schalie, 1939",
12944,Megadytes ducalis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Megadytes,ducalis,,,,,"Sharp, 1882",
135316,Oncorhynchus nerka COLUMBIA RIVER: Yakima R,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,nerka,,,,COLUMBIA RIVER: Yakima R,"(Walbaum, 1792)","A total of 93 extant and five extinct subpopulations were identified across the natural range of <em>O. nerka</em>. The assessors used a combination of ecoregional information (i.e., based on differences in marine and freshwater habitat) and the degree of genetic divergence between known spawning locations, using an Fst value of 0.04, representing a threshold level of gene flow between putative subpopulations of less than or equal to one effective migrant per year. The five extinct subpopulations were based on Gustafson <em>et al.</em> 2007. While the assessors acknowledge that it is not straightforward to ascribe demographic or geographic distinctness to a subpopulation based on observed genetic distances, they feel it is the most appropriate methodology given the scale of the assessment and the paucity of observations of stray rates among the spawning locations considered in this assessment. For the amendment completed in 2011, we split a number of British   Columbia subpopulations described in the original 2008 assessment based on additional input from experts.&#160; For a complete description of the approach and methods used for identifying units and the underlying assumptions, please refer to the supplementary material.<br/> <br/><strong>Subpopulation naming convention</strong>: <br/>Subpopulation names consist of an ecoregion name in upper case with any subdivision of the ecoregion by other criteria (e.g. genetic divergence) indicated in proper case after a colon."
135326,Oncorhynchus nerka COLUMBIA RIVER: Wallowa Lk,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,nerka,,,,COLUMBIA RIVER: Wallowa Lk,"(Walbaum, 1792)","A total of 93 extant and five extinct subpopulations were identified across the natural range of <em>O. nerka</em>. The assessors used a combination of ecoregional information (i.e., based on differences in marine and freshwater habitat) and the degree of genetic divergence between known spawning locations, using an Fst value of 0.04, representing a threshold level of gene flow between putative subpopulations of less than or equal to one effective migrant per year. The five extinct subpopulations were based on Gustafson <em>et al.</em> 2007. While the assessors acknowledge that it is not straightforward to ascribe demographic or geographic distinctness to a subpopulation based on observed genetic distances, they feel it is the most appropriate methodology given the scale of the assessment and the paucity of observations of stray rates among the spawning locations considered in this assessment. For the amendment completed in 2011, we split a number of British   Columbia subpopulations described in the original 2008 assessment based on additional input from experts.&#160; For a complete description of the approach and methods used for identifying units and the underlying assumptions, please refer to the Supplementary Material.<br/> <br/><strong>Subpopulation naming convention</strong>: <br/>Subpopulation names consist of an ecoregion name in upper case with any subdivision of the ecoregion by other criteria (e.g. genetic divergence) indicated in proper case after a colon."
135339,Oncorhynchus nerka COLUMBIA RIVER: Payette R,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,nerka,,,,COLUMBIA RIVER: Payette R,"(Walbaum, 1792)","A total of 93 extant and five extinct subpopulations were identified across the natural range of <em>O. nerka</em>. The assessors used a combination of ecoregional information (i.e., based on differences in marine and freshwater habitat) and the degree of genetic divergence between known spawning locations, using an Fst value of 0.04, representing a threshold level of gene flow between putative subpopulations of less than or equal to one effective migrant per year. The five extinct subpopulations were based on Gustafson <em>et al.</em> 2007. While the assessors acknowledge that it is not straightforward to ascribe demographic or geographic distinctness to a subpopulation based on observed genetic distances, they feel it is the most appropriate methodology given the scale of the assessment and the paucity of observations of stray rates among the spawning locations considered in this assessment. For the amendment completed in 2011, we split a number of British   Columbia subpopulations described in the original 2008 assessment based on additional input from experts.&#160; For a complete description of the approach and methods used for identifying units and the underlying assumptions, please refer to the Supplementary Material.<br/> <br/><strong>Subpopulation naming convention</strong>: <br/>Subpopulation names consist of an ecoregion name in upper case with any subdivision of the ecoregion by other criteria (e.g. genetic divergence) indicated in proper case after a colon."
135341,Oncorhynchus nerka COLUMBIA RIVER: Suttle Lk/Deschutes R,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,nerka,,,,COLUMBIA RIVER: Suttle Lk/Deschutes R,"(Walbaum, 1792)","A total of 93 extant and five extinct subpopulations were identified across the natural range of <em>O. nerka</em>. The assessors used a combination of ecoregional information (i.e., based on differences in marine and freshwater habitat) and the degree of genetic divergence between known spawning locations, using an Fst value of 0.04, representing a threshold level of gene flow between putative subpopulations of less than or equal to one effective migrant per year. The five extinct subpopulations were based on Gustafson <em>et al.</em> 2007. While the assessors acknowledge that it is not straightforward to ascribe demographic or geographic distinctness to a subpopulation based on observed genetic distances, they feel it is the most appropriate methodology given the scale of the assessment and the paucity of observations of stray rates among the spawning locations considered in this assessment. For the amendment completed in 2011, we split a number of British   Columbia subpopulations described in the original 2008 assessment based on additional input from experts.&#160; For a complete description of the approach and methods used for identifying units and the underlying assumptions, please refer to the Supplementary Material<strong>.</strong><br/> <br/><strong>Subpopulation naming convention</strong>: <br/>Subpopulation names consist of an ecoregion name in upper case with any subdivision of the ecoregion by other criteria (e.g. genetic divergence) indicated in proper case after a colon."
135368,"Oncorhynchus nerka COLUMBIA RIVER: Upper, Headwater/Arrow, Whatsan Lk",ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,nerka,,,,"COLUMBIA RIVER: Upper, Headwater/Arrow, Whatsan Lk","(Walbaum, 1792)","A total of 93 extant and five extinct subpopulations were identified across the natural range of <em>O. nerka</em>. The assessors used a combination of ecoregional information (i.e., based on differences in marine and freshwater habitat) and the degree of genetic divergence between known spawning locations, using an Fst value of 0.04, representing a threshold level of gene flow between putative subpopulations of less than or equal to one effective migrant per year. The five extinct subpopulations were based on Gustafson <em>et al.</em> 2007. While the assessors acknowledge that it is not straightforward to ascribe demographic or geographic distinctness to a subpopulation based on observed genetic distances, they feel it is the most appropriate methodology given the scale of the assessment and the paucity of observations of stray rates among the spawning locations considered in this assessment. For the amendment completed in 2011, we split a number of British   Columbia subpopulations described in the original 2008 assessment based on additional input from experts.&#160; For a complete description of the approach and methods used for identifying units and the underlying assumptions, please refer to the Supplementary Material.<br/> <br/><strong>Subpopulation naming convention</strong>: <br/>Subpopulation names consist of an ecoregion name in upper case with any subdivision of the ecoregion by other criteria (e.g. genetic divergence) indicated in proper case after a colon."
135421,Salvelinus neocomensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salvelinus,neocomensis,,,,,"Freyhof &amp; Kottelat, 2005",
135506,Coregonus gutturosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,gutturosus,,,,,"(Gmelin, 1818)",
135539,Salvelinus profundus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salvelinus,profundus,,,,,"(Schillinger, 1901)","<p><em>Salvelinus profundus</em><span class=""apple-converted-space"">&#160;</span>is only known from Lake Constance. Other populations of deep-water charrs belong to other species.</span></p>"
135556,Coregonus bezola,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,bezola,,,,,"Fatio, 1888",
135570,Coregonus restrictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,restrictus,,,,,"Fatio, 1885",
135627,Coregonus fera,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,fera,,,,,"Jurine, 1825",
135636,Romanogobio antipai,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,GOBIONIDAE,Romanogobio,antipai,,,,,"(Bănărescu, 1953)",Earlier considered to be a subspecies of <i>R. kessleri</i>.
135637,Gasterosteus crenobiontus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Gasterosteus,crenobiontus,,,,,"Bǎcescu &amp; Mayer, 1956","This species' taxonomic status is unclear, and it may be a synonym of the congener <em>G. aculeatus</em>."
